ma_buucuc,ma_cn,ma_quanhuyen,ten_quanhuyen
HKU,QNH,2010,THÀNH PHỐ HẠ LONG
LADG,HNI,1510,QUẬN HÀ ĐÔNG
CH0576,BTE,,
CH0687,CMU,,
CH0671,BLU,9615,HUYỆN VĨNH LỢI
CH0238,HPG,,
SVE,QNI,5740,HUYỆN TƯ NGHĨA
HBCBCB,CBG,2710,THÀNH PHỐ CAO BẰNG
MBCG,LOG,1280,QUẬN BẮC TỪ LIÊM
HBBNTT,BNH,2224,HUYỆN THUẬN THÀNH
TAB,HCM,7360,QUẬN TÂN BÌNH
CUMDDA,HNI,1150,QUẬN ĐỐNG ĐA
HBHMKB,HNM,4027,HUYỆN KIM BẢNG
CH0642,TNH,,
CH0312,NAN,4638,HUYỆN DIỄN CHÂU
D00307,LAN,,
HBVPLT,VPC,2818,HUYỆN LẬP THẠCH
THAMLT,THA,4532,HUYỆN MƯỜNG LÁT
HBQTHH,QTI,5226,HUYỆN HƯỚNG HÓA
HBBDBC,BDG,8231,THỊ XÃ BẾN CÁT
HBBDAL,BDH,5938,HUYỆN AN LÃO
CH0063,TNN,2525,HUYỆN ĐỒNG HỶ
CH0244,HYN,1635,HUYỆN VĂN LÂM
QU4,HCM,7540,QUẬN 4
HNMHH,HNM,,
HBDNHV,DNG,5564,HUYỆN HÒA VANG
DNIPTC,DNI,8142,HUYỆN ĐỊNH QUÁN
LHTY,HPG,1818,QUẬN NGÔ QUYỀN
HBTHBS,THA,4449,THỊ XÃ BỈM SƠN
CH0809,HNI,1250,QUẬN LONG BIÊN
HHAG02,HNI,1510,QUẬN HÀ ĐÔNG
HBHNDV,HNI,1220,QUẬN CẦU GIẤY
CH0685,CMU,9710,THÀNH PHỐ CÀ MAU
CH0196,VPC,,
CH0266,QNH,2063,HUYỆN ĐẦM HÀ
HAGTHAA,HNI,1567,Huyện Thanh Oai
HBBTPT,BTN,8010,THÀNH PHỐ PHAN THIẾT
CH0508,GLI,,
HBLSLB,LSN,2468,HUYỆN LỘC BÌNH
DVNG,HCM,,
HTHTSN,HTH,4856,HUYỆN HƯƠNG SƠN
PKDQT,LOG,1280,QUẬN BẮC TỪ LIÊM
CH0555,BDG,8210,THÀNH PHỐ THỦ DẦU MỘT
NSH,HDG,1734,HUYỆN NAM SÁCH
CH0342,THA,,
CH0652,AGG,8843,HUYỆN TRI TÔN
HGA,QTI,5226,HUYỆN HƯỚNG HÓA
HBNAQH,NAN,4690,HUYỆN QUỲ HỢP
TDHP,BDG,8246,THÀNH PHỐ DĨ AN
HBQTQT,QTI,5237,THỊ XÃ QUẢNG TRỊ
NSHG,HDG,1734,HUYỆN NAM SÁCH
TLC,HCM,7290,QUẬN 12
CAL,HNI,1150,QUẬN ĐỐNG ĐA
CH0209,BNH,2224,HUYỆN THUẬN THÀNH
NBN,LDG,6728,HUYỆN LÂM HÀ
HBDNBH,DNI,8110,THÀNH PHỐ BIÊN HÒA
HBBNTD,BNH,2218,HUYỆN TIÊN DU
HBKTDT,KTM,5825,HUYỆN ĐẮK TÔ
BHT,HCM,7620,QUẬN BÌNH TÂN
CH0359,THA,4523,HUYỆN LANG CHÁNH
CH0625,TGG,,
BAT,BLU,9610,THÀNH PHỐ BẠC LIÊU
CXN,HTH,4876,HUYỆN CẨM XUYÊN
PUTN,CMU,9736,HUYỆN PHÚ TÂN
HBNDVB,NDH,4242,HUYỆN VỤ BẢN
HBDTCT,DTP,8738,HUYỆN CHÂU THÀNH
HBQBDH,QBH,5110,THÀNH PHỐ ĐỒNG HỚI
HTA,HUE,5353,THỊ XÃ HƯƠNG TRÀ
LTT,NAN,4610,THÀNH PHỐ VINH
D00397,HCM,,
HMIHVT,HNI,1270,QUẬN HOÀNG MAI
VTP,HNI,1200,QUẬN THANH XUÂN
D00138,DNI,,
VHP,HNI,1180,QUẬN BA ĐÌNH
CH0609,LAN,8544,HUYỆN THẠNH HÓA
CH0495,GLI,,
OSTGG,TGG,,
91310,KGG,,
HBBDQN,BDH,5910,THÀNH PHỐ QUI NHƠN
KEP,BGG,2340,HUYỆN LẠNG GIANG
HBQNMD,QNI,5738,HUYỆN MỘ ĐỨC
LTY,QBH,5139,HUYỆN LỆ THỦY
BTY,CTO,9028,QUẬN BÌNH THỦY
HBHMDT,HNM,4023,THỊ XÃ DUY TIÊN
HNVC,HNI,,
HBHNHK,HNI,1100,QUẬN HOÀN KIẾM
CH0476,DLK,6352,HUYỆN KRÔNG NĂNG
CH0291,HTH,4866,HUYỆN VŨ QUANG
CH0433,QNM,,
TNBN,DNI,8110,THÀNH PHỐ BIÊN HÒA
TQGTQN,TQG,,
HBDNNS,DNG,5568,QUẬN NGŨ HÀNH SƠN
HBTNTC,TNH,8419,HUYỆN TÂN CHÂU
KAL,QNH,2068,THÀNH PHỐ MÓNG CÁI
PPU,HCM,7380,HUYỆN BÌNH CHÁNH
HAG,HNI,1510,QUẬN HÀ ĐÔNG
HNITHI,HNI,1533,HUYỆN ĐAN PHƯỢNG
CH0397,KTM,,
NTUG,BDG,8223,THỊ XÃ TÂN UYÊN
CH0452,BDH,5940,HUYỆN VĨNH THẠNH
CH0401,QNI,5710,THÀNH PHỐ QUẢNG NGÃI
CH0710,DTP,,
HBSTTD,STG,9511,HUYỆN TRẦN ĐỀ
HBBDBD,BDG,8239,THÀNH PHỐ THUẬN AN
HBBPPL,BPC,8339,THỊ XÃ PHƯỚC LONG
DLC,DLK,6310,THÀNH PHỐ BUÔN MA THUỘT
HBHCBT,HCM,7620,QUẬN BÌNH TÂN
TNQ,HCM,7600,QUẬN TÂN PHÚ
NHA,HNI,1180,QUẬN BA ĐÌNH
CH0164,PHO,,
CH0485,DLK,,
CH0318,NAN,,
75308,BDG,,
HBGLTL,GLI,,
HBCMTH,CMU,,
HBTNDT,TNN,2553,HUYỆN ĐẠI TỪ
HBLDBM,LDG,6743,HUYỆN BẢO LÂM
DTHG,VLG,8910,THÀNH PHỐ VĨNH LONG
HBBDVC,BDH,5945,HUYỆN VÂN CANH
COT,HCM,7220,QUẬN 3
TMTI,HNI,1529,HUYỆN HOÀI ĐỨC
HBLCLU,LCU,3910,THÀNH PHỐ LAI CHÂU
CH0354,THA,,
CH0601,DNI,,
CH0137,HBH,,
QNHVC,QNH,,
HBHBLT,HBH,3558,HUYỆN LẠC THỦY
NHG,HDG,1761,HUYỆN NINH GIANG
VMU,HNI,1150,QUẬN ĐỐNG ĐA
TCG,HNI,1180,QUẬN BA ĐÌNH
CH0441,QTI,,
57132,KHA,,
HNI028,HNI,1310,HUYỆN GIA LÂM
HBHMPL,HNM,4010,THÀNH PHỐ PHỦ LÝ
HBCMTP,CMU,,
VXN,NDH,4210,THÀNH PHỐ NAM ĐỊNH
HBVPTD,VPC,2836,HUỴÊN TAM ĐẢO
HBHPCH,HPG,1891,HUYỆN ĐẢO CÁT HẢI
CH0097,HCM,7130,QUẬN 2
NNC,HNI,1220,QUẬN CẦU GIẤY
12110,HNI,,
CTTMDT,CNTCT,,
CH0514,KHA,,
CH0345,THA,,
CH0563,BPC,,
HBLCPT,LCU,3915,HUYỆN PHONG THỔ
NTG,KHA,6510,THÀNH PHỐ NHA TRANG
HBHBCP,HBH,3537,HUYỆN CAO PHONG
CH0095,HCM,7330,HUYỆN CỦ CHI
DGI,HNI,1510,QUẬN HÀ ĐÔNG
DPG,HNI,1533,HUYỆN ĐAN PHƯỢNG
HBKGHD,KGG,9216,HUYỆN HÒN ĐẤT
BHAG3,DNI,8110,THÀNH PHỐ BIÊN HÒA
HBVLTO,VLG,8925,HUYỆN TRÀ ÔN
QNH007,QNH,,
OSHUE,HUE,,
PVI,HCM,7270,QUẬN GÒ VẤP
MNMG,LOG,7290,QUẬN 12
KTBGG,BGG,2310,THÀNH PHỐ BẮC GIANG
QNH01,QNH,2010,THÀNH PHỐ HẠ LONG
GCG,TGG,8627,THỊ XÃ GÒ CÔNG
DXA,HNI,1310,HUYỆN GIA LÂM
THD,HNI,1100,QUẬN HOÀN KIẾM
NBH,NBH,4310,THÀNH PHỐ NINH BÌNH
HBBDTA,BDG,8239,THÀNH PHỐ THUẬN AN
OSSTG,STG,,
CH0210,BNH,,
CH0405,QNI,5710,THÀNH PHỐ QUẢNG NGÃI
CH0129,DBN,,
CHNLM,HNI,1250,QUẬN LONG BIÊN
D00336,NTN,6631,HUYỆN NINH SƠN
CHTVCK,TVH,9421,HUYỆN CẦU KÈ
CH0726,KGG,,
PCLA,HNI,1510,QUẬN HÀ ĐÔNG
GGVO,HNI,1180,Quận Ba Đình
MPC,BDG,8231,THỊ XÃ BẾN CÁT
LDGHXH,LDG,6710,THÀNH PHỐ ĐÀ LẠT
QNILSN,QNI,5714,HUYỆN LÝ SƠN
HONM,HPG,1836,QUẬN LÊ CHÂN
HUBVLC,HCM,7380,HUYỆN BÌNH CHÁNH
KVMT03,FFM,5568,QUẬN NGŨ HÀNH SƠN
SAKH,CNTCT,1529,HUYỆN HOÀI ĐỨC
VTPN,HNI,1200,QUẬN THANH XUÂN
STA,DNG,5533,QUẬN SƠN TRÀ
LOGNAN,LOG,4743,HUYỆN HƯNG NGUYÊN
TNP,DNI,8110,THÀNH PHỐ BIÊN HÒA
CDG,HNI,1100,QUẬN HOÀN KIẾM
CH0582,DKG,6410,THÀNH PHỐ GIA NGHĨA
NQN,HPG,1818,QUẬN NGÔ QUYỀN
CH0455,BDH,,
KVMT02,FFM,,
KVMB02,FFM,1510,QUẬN HÀ ĐÔNG
HBQNDL,QNM,5647,HUYỆN ĐẠI LỘC
HBQTVL,QTI,5218,HUYỆN VĨNH LINH
HBBDVT,BDH,5940,HUYỆN VĨNH THẠNH
TUD,VPC,2818,HUYỆN LẬP THẠCH
CH0525,LDG,,
HBHMLN,HNM,4015,HUYỆN LÝ NHÂN
CH0626,TGG,,
HBAGTS,AGG,8846,HUYỆN THOẠI SƠN
CH0197,YBN,,
CH0605,LAN,,
TML,HCM,7130,QUẬN 2
HBHNPX,HNI,1580,HUYỆN PHÚ XUYÊN
PNR,NTN,6610,THÀNH PHỐ PHAN RANG-THÁP CHÀM
TRH,HNI,1220,QUẬN CẦU GIẤY
CH0165,PHO,,
HBHTCL,HTH,4829,HUYỆN CAN LỘC
HBSLVH,SLA,3611,HUYỆN VÂN HỒ
ABI,TBH,4136,HUYỆN QUỲNH PHỤ
THU,HNI,1585,HUYỆN THƯỜNG TÍN
KGG,KGG,9210,THÀNH PHỐ RẠCH GIÁ
BDN,QBH,5140,THỊ XÃ BA ĐỒN
CON,HNI,1280,QUẬN BẮC TỪ LIÊM
D00058,LCU,,
TMO,HNI,1260,QUẬN NAM TỪ LIÊM
HBCTAK,CTO,9010,QUẬN NINH KIỀU
HBSLYC,SLA,3624,HUYỆN YÊN CHÂU
CH0402,QNI,5710,THÀNH PHỐ QUẢNG NGÃI
D00159,CMU,,
HBTNTA,TNH,8422,HUYỆN TÂN BIÊN
HBTHDS,THA,4452,HUYỆN ĐÔNG SƠN
HNI011,HNI,,
TIHA,NAN,4716,THỊ XÃ THÁI HÒA
NBY,HUG,9129,THÀNH PHỐ NGÃ BẢY
HBTHHL,THA,4431,HUYỆN HẬU LỘC
GCT,TGG,8624,HUYỆN GÒ CÔNG TÂY
CTL,HNI,1150,QUẬN ĐỐNG ĐA
HBKGGR,KGG,9238,HUYỆN GIỒNG RIỀNG
HBNDHT,NDH,,
HATH,HCM,7600,QUẬN TÂN PHÚ
HBHNML,HNI,1420,HUYỆN MÊ LINH
TNBC,NTN,6636,HUYỆN THUẬN BẮC
CH0307,NAN,4684,HUYỆN TÂN KỲ
CH0309,NAN,,
HBVLLH,VLG,8913,HUYỆN LONG HỒ
VHA,HNI,1360,HUYỆN ĐÔNG ANH
VLBN,LOG,,
HBNAVH,NAN,4610,THÀNH PHỐ VINH
TBN,HNI,1250,QUẬN LONG BIÊN
CH0442,QTI,,
GHR,BDH,5910,THÀNH PHỐ QUI NHƠN
HBHGYM,HGG,3115,HUYỆN YÊN MINH
CH0103,HCM,,
CH0111,HCM,7560,QUẬN 7
NTA,HCM,7290,QUẬN 12
13207,HNI,,
CH0748,STG,9510,THÀNH PHỐ SÓC TRĂNG
CH0526,LDG,,
HBSLMC,SLA,3628,HUYỆN MỘC CHÂU
HBHDKT,HDG,1731,HUYỆN KIM THÀNH
XPB,HNI,1510,QUẬN HÀ ĐÔNG
TNQG,HGG,3148,HUYỆN BẮC QUANG
CH0713,HUG,,
PTT,HNI,1340,HUYỆN THANH TRÌ
CH0780,HNI,,
HBTHSS,THA,4420,THÀNH PHỐ SẦM SƠN
CH0693,CTO,9010,QUẬN NINH KIỀU
HBBDTM,BDG,8210,THÀNH PHỐ THỦ DẦU MỘT
HGC,HNI,,
HBHNCM,HNI,1561,HUYỆN CHƯƠNG MỸ
D00259,DNI,,
CH0114,HCM,,
DGAN,BDG,8239,THÀNH PHỐ THUẬN AN
HBBDTU,BDG,8223,THỊ XÃ TÂN UYÊN
HQU124,HCM,,
UHA,HNI,1571,HUYỆN ỨNG HÒA
HBDNTB,DNI,8164,HUYỆN TRẢNG BOM
APD,HCM,7290,QUẬN 12
HBTVCG,TVH,9435,HUYỆN CẦU NGANG
KMG,HNI,1200,QUẬN THANH XUÂN
DSHNI,LOG,,
CH0051,LSN,,
CH0790,HNI,,
LNQ,TNN,2510,THÀNH PHỐ THÁI NGUYÊN
HBTGGC,TGG,8627,THỊ XÃ GÒ CÔNG
DXNG,VTU,7910,THÀNH PHỐ VŨNG TÀU
CH0787,HNI,1420,HUYỆN MÊ LINH
DTHCM,CNTCT,7100,QUẬN 1
CH0656,AGG,8837,HUYỆN AN PHÚ
HDDA01,HNI,1150,QUẬN ĐỐNG ĐA
HBHUTA,HUE,5310,THÀNH PHỐ HUẾ
CHAXN,QNM,5610,THÀNH PHỐ TAM KỲ
CH0009,BGG,,
CH0230,HPG,,
LBT,DNI,8110,THÀNH PHỐ BIÊN HÒA
HBSLSC,SLA,3677,HUYỆN SỐP CỘP
CH0777,HNI,1536,HUYỆN PHÚC THỌ
QLI,HNI,1340,HUYỆN THANH TRÌ
OSHNM,HNM,,
CH0578,BTE,,
HBHBTL,HBH,3527,HUYỆN TÂN LẠC
HBBPBM,BPC,8340,HUYỆN BÙ GIA MẬP
CH0805,HNI,1240,QUẬN TÂY HỒ
HND,KGG,9216,HUYỆN HÒN ĐẤT
CH0501,GLI,6021,HUYỆN MANG YANG
CH0641,TNH,8427,THỊ XÃ HÒA THÀNH
CH0523,LDG,6710,THÀNH PHỐ ĐÀ LẠT
CH0415,QNI,5732,HUYỆN BA TƠ
NCO,DKG,6413,HUYỆN ĐẮK RLẤP
CHBPBL,BPC,8329,THỊ XÃ BÌNH LONG
HBDKKN,DKG,6421,HUYỆN KRÔNG NÔ
SNTL,LOG,1260,QUẬN NAM TỪ LIÊM
CH0225,HNM,,
CH0659,AGG,,
CH0517,KHA,,
D00070,HDG,,
CH0039,HGG,,
CH0290,HTH,4856,HUYỆN HƯƠNG SƠN
HUBNTL,HNI,1260,QUẬN NAM TỪ LIÊM
HBHGPH,HUG,9118,HUYỆN PHỤNG HIỆP
HBKHVN,KHA,6535,HUYỆN VẠN NINH
KTM,KTM,5810,THÀNH PHỐ KON TUM
HNIBDH,HNI,,
BXT,LCI,3316,HUYỆN SI MA CAI
NHP,HNI,1310,HUYỆN GIA LÂM
OSBDH,BDH,5910,THÀNH PHỐ QUI NHƠN
CH0518,KHA,,
CH0195,VPC,2836,HUỴÊN TAM ĐẢO
CH0573,BTE,,
ANBH,BDG,8246,THÀNH PHỐ DĨ AN
LSN,LSN,2410,THÀNH PHỐ LẠNG SƠN
GLE,TBH,4121,HUYỆN ĐÔNG HƯNG
THKE,QBH,5110,THÀNH PHỐ ĐỒNG HỚI
NHSN,TNH,8410,THÀNH PHỐ TÂY NINH
HBDBMA,DBN,3848,HUYỆN MƯỜNG ẢNG
QU12,HCM,7290,QUẬN 12
HNI009,HNI,1510,QUẬN HÀ ĐÔNG
CH0229,HPG,1875,QUẬN HẢI AN
CH0624,TGG,8620,HUYỆN CHỢ GẠO
CH0322,NAN,,
CH0701,DTP,8728,HUYỆN LAI VUNG
CHGLCP,GLI,6030,HUYỆN CHƯ PĂH
GLI,GLI,6010,THÀNH PHỐ PLEIKU
HBQBBD,QBH,5140,THỊ XÃ BA ĐỒN
HBHCNB,HCM,7580,HUYỆN NHÀ BÈ
CH0779,HNI,,
NCT,HNI,1150,QUẬN ĐỐNG ĐA
CH0610,LAN,8542,HUYỆN ĐỨC HUỆ
CH0673,BLU,9629,HUYỆN ĐÔNG HẢI
CH0128,DBN,,
CH0038,HGG,,
CHHHA,QNH,2010,THÀNH PHỐ HẠ LONG
HBVTDD,VTU,7946,HUYỆN ĐẤT ĐỎ
CUO,QNI,5718,HUYỆN BÌNH SƠN
PYNSHA,PYN,6224,HUYỆN SƠN HÒA
HBQNMC,QNH,2068,THÀNH PHỐ MÓNG CÁI
BAH,HCM,7620,QUẬN BÌNH TÂN
11711,HNI,,
QGH,HNI,1585,HUYỆN THƯỜNG TÍN
TNLH,HNI,1547,HUYỆN BA VÌ
OSQBH,QBH,5110,THÀNH PHỐ ĐỒNG HỚI
CH0445,QTI,,
CH0344,THA,,
KTDNG,DNG,5510,QUẬN HẢI CHÂU
HBNACG,NAN,4649,HUYỆN QUỲNH LƯU
HBBDDT,BDG,8236,HUYỆN DẦU TIẾNG
HNI,DNI,8110,THÀNH PHỐ BIÊN HÒA
HBSLTC,SLA,3657,HUYỆN THUẬN CHÂU
11625,HNI,,
HBSLQN,SLA,3653,HUYỆN QUỲNH NHAI
TIH,HNI,1150,QUẬN ĐỐNG ĐA
CH0055,LSN,,
CH0167,PHO,,
CH0294,HTH,4829,HUYỆN CAN LỘC
CH0738,KGG,,
CH0279,QNH,,
SPA,LCI,3331,THỊ XÃ SA PA
CH0416,QNI,,
MYT,HPG,1818,QUẬN NGÔ QUYỀN
HBHPTN,HPG,1830,HUYỆN THỦY NGUYÊN
OMN,CTO,9040,QUẬN Ô MÔN
MHH,QBH,5132,HUYỆN MINH HÓA
HHP,HTH,4810,THÀNH PHỐ HÀ TĨNH
HBLCBX,LCI,3325,HUYỆN BÁT XÁT
CHVNL,HCM,7600,QUẬN TÂN PHÚ
KVMB04,FFM,1529,HUYỆN HOÀI ĐỨC
PLT,HNI,1200,QUẬN THANH XUÂN
THO,HNI,1240,QUẬN TÂY HỒ
CH0450,QTI,,
CH0154,LCI,,
CH0628,TGG,8634,HUYỆN CHÂU THÀNH
HBNDYY,NDH,4257,HUYỆN Ý YÊN
TVH01,TVH,9410,THÀNH PHỐ TRÀ VINH
CBH,HDG,1747,HUYỆN CẨM GIÀNG
TYH,THA,4410,THÀNH PHỐ THANH HÓA
HXA,NDH,4210,THÀNH PHỐ NAM ĐỊNH
HN07,HNI,1220,QUẬN CẦU GIẤY
CND,VTU,7943,HUYỆN CÔN ĐẢO
LETT,HNI,1510,Quận Hà Đông
CH0817,HNI,,
HBHCGV,HCM,7270,QUẬN GÒ VẤP
HBHTHT,HTH,4810,THÀNH PHỐ HÀ TĨNH
CH0351,THA,,
TGH,HNI,1200,QUẬN THANH XUÂN
CH0386,HUE,,
CH0192,VPC,,
CH0305,NAN,,
CH0658,AGG,,
CH0180,SLA,,
CH0739,KGG,,
CH0139,HBH,3533,HUYỆN MAI CHÂU
HBHNBD,HNI,1180,QUẬN BA ĐÌNH
YKU,HNI,1510,QUẬN HÀ ĐÔNG
HBBLBL,BLU,9610,THÀNH PHỐ BẠC LIÊU
HBPYTH,PYN,6210,THÀNH PHỐ TUY HÒA
D00007,BTE,,
HBPTHH,PHO,2962,HUYỆN HẠ HÒA
SGT,QNI,5710,THÀNH PHỐ QUẢNG NGÃI
HBLCMT,LCU,3919,HUYỆN MƯỜNG TÈ
CH0745,STG,,
CH0033,HGG,3110,THÀNH PHỐ HÀ GIANG
CH0668,AGG,,
HBQNHL,QNH,2010,THÀNH PHỐ HẠ LONG
85613,VLG,,
QTTG,DNI,8110,THÀNH PHỐ BIÊN HÒA
TIHG,TBH,4128,HUYỆN THÁI THỤY
HBCTCD,CTO,9046,HUYỆN CỜ ĐỎ
HLY,HPG,1810,QUẬN HỒNG BÀNG
THANXN,THA,4551,HUYỆN NHƯ XUÂN
CH0776,HNI,,
HBT,HNI,1120,QUẬN HAI BÀ TRƯNG
K1CTO,LOG,,
CH0612,LAN,,
CH0374,DNG,5557,QUẬN LIÊN CHIỂU
OSQNI,QNI,2010,THÀNH PHỐ HẠ LONG
DKE,BGG,2310,THÀNH PHỐ BẮC GIANG
HBVTLD,VTU,7944,HUYỆN LONG ĐIỀN
HBTNBC,TNH,8429,HUYỆN BẾN CẦU
HBDTTM,DTP,8714,HUYỆN THÁP MƯỜI
BLUG,BLU,9610,THÀNH PHỐ BẠC LIÊU
HBVPVY,VPC,2810,THÀNH PHỐ VĨNH YÊN
HBHT03,HCM,7620,QUẬN BÌNH TÂN
TMTH,HNI,1270,QUẬN HOÀNG MAI
73016,HCM,,
CH0032,HGG,,
CH0357,THA,,
CH0424,QNM,,
BHM,LCI,3334,THÀNH PHỐ LÀO CAI
HBHCQ1,HCM,7100,QUẬN 1
CTE,HPG,1818,QUẬN NGÔ QUYỀN
LKM,HPG,1830,HUYỆN THỦY NGUYÊN
HBQNSH,QNI,5710,THÀNH PHỐ QUẢNG NGÃI
D00410,HCM,,
HBLSLS,LSN,2410,THÀNH PHỐ LẠNG SƠN
HSA,HCM,7250,QUẬN PHÚ NHUẬN
HBHNTC,HNI,1200,QUẬN THANH XUÂN
CH0562,BPC,,
HBHCQ8,HCM,7510,QUẬN 8
SLBN,LOG,1250,QUẬN LONG BIÊN
CH0123,DBN,,
CH0404,QNI,5718,HUYỆN BÌNH SƠN
D00012,BTE,,
HBCBPH,CBG,2779,HUYỆN QUẢNG HÒA
HBDKDL,DKG,6427,HUYỆN ĐẮK GLONG
TKG,BNH,2224,HUYỆN THUẬN THÀNH
HGG,HGG,3110,THÀNH PHỐ HÀ GIANG
HBLDLD,LDG,6727,HUYỆN LẠC DƯƠNG
KNHG,HNI,1510,QUẬN HÀ ĐÔNG
OSDNI,DNI,,
CLY,TGG,8641,HUYỆN CAI LẬY
CH0408,QNI,,
CH0373,DNG,5574,QUẬN CẨM LỆ
EATH,DLK,6352,HUYỆN KRÔNG NĂNG
HBAGLX,AGG,8810,THÀNH PHỐ LONG XUYÊN
TNA,BDG,8239,THÀNH PHỐ THUẬN AN
HBLACG,LAN,8531,HUYỆN CẦN GIUỘC
CH0807,HNI,,
KDAN,BDG,8246,THÀNH PHỐ DĨ AN
GBN,HNI,1250,QUẬN LONG BIÊN
CH0250,HYN,1613,HUYỆN TIÊN LỮ
POMI,LCI,3334,THÀNH PHỐ LÀO CAI
HBBLVL,BLU,9615,HUYỆN VĨNH LỢI
CH0512,KHA,6510,THÀNH PHỐ NHA TRANG
12010,HNI,,
TGS,HCM,7380,HUYỆN BÌNH CHÁNH
HNI010,HNI,1510,QUẬN HÀ ĐÔNG
HBHNTH,HNI,1240,QUẬN TÂY HỒ
CH0182,SLA,3610,THÀNH PHỐ SƠN LA
OSKTM,KTM,5810,THÀNH PHỐ KON TUM
HBBGBG,BGG,2310,THÀNH PHỐ BẮC GIANG
HDN,BLU,9624,HUYỆN HỒNG DÂN
CH0372,DNG,5533,QUẬN SƠN TRÀ
